id,species,observed_on,place,time_observed_at,created_at,quality_grade,user,latitude,longitude,num_identification_agreements,num_identification_disagreements,captive,life_stage,url
214467851,"Northern Diamondback Terrapin",2024-05-08,"New Jersey, US",NULL,"2024-05-08 17:40:25",research,lrburger,39.6729862,-74.3412261,1,0,0,NULL,https://www.inaturalist.org/observations/214467851
214473803,"Northern Diamondback Terrapin",2024-05-08,"New Jersey, US",NULL,"2024-05-08 18:17:40",research,lrburger,39.7004874,-74.3430588,2,0,0,NULL,https://www.inaturalist.org/observations/214473803
214475996,"Northern Diamondback Terrapin",2024-05-08,"New Jersey, US",NULL,"2024-05-08 18:29:16",research,lrburger,39.6396678,-74.2769194,1,0,0,NULL,https://www.inaturalist.org/observations/214475996
214476941,"Northern Diamondback Terrapin",2024-05-08,"New Jersey, US",NULL,"2024-05-08 18:34:41",research,lrburger,39.7545716,-74.2837374,1,0,0,NULL,https://www.inaturalist.org/observations/214476941
214478525,"Northern Diamondback Terrapin",2024-05-08,"New Jersey, US",NULL,"2024-05-08 18:44:58",research,lrburger,39.6873741,-74.3817858,1,0,0,NULL,https://www.inaturalist.org/observations/214478525
214909214,"Northern Diamondback Terrapin",2024-05-10,"New Jersey, US",NULL,"2024-05-10 21:13:13",research,brinviro1219,39.3798238,-75.1875052,2,0,0,NULL,https://www.inaturalist.org/observations/214909214
215043955,"Northern Diamondback Terrapin",2024-05-11,"New Jersey, US",NULL,"2024-05-11 13:22:33",research,lrburger,39.6758992,-74.2126868,3,0,0,NULL,https://www.inaturalist.org/observations/215043955
215312940,"Northern Diamondback Terrapin",2024-05-12,"New Jersey, US",NULL,"2024-05-12 14:31:55",research,jimofthejungle,39.6490081,-74.3549045,2,0,0,NULL,https://www.inaturalist.org/observations/215312940
215573432,"Northern Diamondback Terrapin",2024-05-13,"United States",NULL,"2024-05-13 16:39:16",research,dunnder,38.9445757,-74.8188566,1,0,0,NULL,https://www.inaturalist.org/observations/215573432
215575711,"Northern Diamondback Terrapin",2024-05-13,"New Jersey, US",NULL,"2024-05-13 16:49:52",research,lrburger,39.7954559,-74.2311323,1,0,0,NULL,https://www.inaturalist.org/observations/215575711
215750470,"Northern Diamondback Terrapin",2024-05-14,"New Jersey, US",NULL,"2024-05-14 14:00:59",research,passerina,39.0865918,-74.8014545,1,0,0,NULL,https://www.inaturalist.org/observations/215750470
216206449,"Northern Diamondback Terrapin",2024-05-13,"New Jersey, US",NULL,"2024-05-16 19:12:26",research,jmgconsult,39.2379785,-74.9819319,2,0,0,NULL,https://www.inaturalist.org/observations/216206449
216206454,"Northern Diamondback Terrapin",2024-05-13,"New Jersey, US",NULL,"2024-05-16 19:12:27",research,jmgconsult,39.3423925,-74.8120917,2,0,0,NULL,https://www.inaturalist.org/observations/216206454
216206455,"Northern Diamondback Terrapin",2024-05-13,"New Jersey, US",NULL,"2024-05-16 19:12:27",research,jmgconsult,39.2331558,-74.9949321,2,0,0,NULL,https://www.inaturalist.org/observations/216206455
216293885,"Northern Diamondback Terrapin",2024-05-17,"New Jersey, US",NULL,"2024-05-17 08:38:30",research,michaelnj,39.5910573,-74.4303002,2,0,0,NULL,https://www.inaturalist.org/observations/216293885
216353593,"Northern Diamondback Terrapin",2024-05-17,"New Jersey, US",NULL,"2024-05-17 14:06:49",research,nskoe,39.4924059,-74.3734792,2,0,0,NULL,https://www.inaturalist.org/observations/216353593
217154393,"Northern Diamondback Terrapin",2024-05-20,"New Jersey, US",NULL,"2024-05-20 17:13:43",research,lrburger,39.7772289,-74.2529311,1,0,0,NULL,https://www.inaturalist.org/observations/217154393
217158321,"Northern Diamondback Terrapin",2024-05-20,"New Jersey, US",NULL,"2024-05-20 17:31:53",research,lrburger,39.6722355,-74.3695016,1,0,0,NULL,https://www.inaturalist.org/observations/217158321
217370167,"Northern Diamondback Terrapin",2024-05-21,"New Jersey, US",NULL,"2024-05-21 17:35:31",research,lrburger,39.6890450,-74.3673486,1,0,0,NULL,https://www.inaturalist.org/observations/217370167
217496672,"Northern Diamondback Terrapin",2024-05-22,"United States",NULL,"2024-05-22 10:43:32",research,ccbuck,39.7519135,-74.1527330,2,0,0,NULL,https://www.inaturalist.org/observations/217496672
217897348,"Northern Diamondback Terrapin",2024-05-24,"United States",NULL,"2024-05-24 10:20:55",research,darfio,40.7017917,-74.0829970,4,0,0,NULL,https://www.inaturalist.org/observations/217897348
218208864,"Northern Diamondback Terrapin",2024-05-25,"New Jersey, US",NULL,"2024-05-25 16:46:07",research,zakqaryroy,39.5505896,-74.4059220,4,0,0,NULL,https://www.inaturalist.org/observations/218208864
218247926,"Northern Diamondback Terrapin",2024-05-25,"New Jersey, US",NULL,"2024-05-25 19:57:39",research,joyfl,39.3453763,-74.8621712,2,0,0,NULL,https://www.inaturalist.org/observations/218247926
218528221,"Northern Diamondback Terrapin",2024-05-19,"New Jersey, US",NULL,"2024-05-26 20:32:57",research,brennafarrell,39.1928628,-75.1413097,2,0,0,NULL,https://www.inaturalist.org/observations/218528221
218534717,"Northern Diamondback Terrapin",2024-05-25,"United States",NULL,"2024-05-26 21:09:14",research,alex55558,38.9648945,-74.8994242,3,0,0,NULL,https://www.inaturalist.org/observations/218534717
218552407,"Northern Diamondback Terrapin",2024-05-26,"New Jersey, US",NULL,"2024-05-26 22:55:54",research,dylmaxfin,39.4892894,-74.4607131,2,0,0,NULL,https://www.inaturalist.org/observations/218552407
218556699,"Northern Diamondback Terrapin",2024-05-19,"New Jersey, US",NULL,"2024-05-26 23:25:09",research,hadasparag,39.0446751,-75.0934017,2,0,0,NULL,https://www.inaturalist.org/observations/218556699
218641134,"Northern Diamondback Terrapin",2024-05-27,"New Jersey, US",NULL,"2024-05-27 10:12:29",research,zachsugerman,39.2898355,-74.5274667,2,0,0,NULL,https://www.inaturalist.org/observations/218641134
218668465,"Northern Diamondback Terrapin",2024-05-27,"New Jersey, US",NULL,"2024-05-27 12:14:38",research,ccamarote,40.4758077,-74.3721037,2,0,0,NULL,https://www.inaturalist.org/observations/218668465
218960249,NULL,2024-05-28,"New Jersey, US",NULL,"2024-05-28 15:31:11",research,reclaimednj,39.5397576,-74.3105468,1,0,0,NULL,https://www.inaturalist.org/observations/218960249
219001559,"Northern Diamondback Terrapin",2024-05-28,"New Jersey, US",NULL,"2024-05-28 19:15:19",research,bert_filemyr,39.4508876,-74.5397871,2,0,0,NULL,https://www.inaturalist.org/observations/219001559
219136950,"Northern Diamondback Terrapin",2024-05-29,"United States",NULL,"2024-05-29 12:18:54",research,ccbuck,39.7814434,-74.0677678,2,0,0,NULL,https://www.inaturalist.org/observations/219136950
219177004,"Northern Diamondback Terrapin",2024-05-29,"New Jersey, US",NULL,"2024-05-29 15:41:28",research,ccbuck,39.5744886,-74.3738056,3,0,0,NULL,https://www.inaturalist.org/observations/219177004
219222338,"Northern Diamondback Terrapin",2024-05-27,"New Jersey, US",NULL,"2024-05-29 19:54:48",research,h_456,39.2312238,-74.6573989,2,0,0,NULL,https://www.inaturalist.org/observations/219222338
219310269,"Northern Diamondback Terrapin",2024-05-20,"Cape May County, US-NJ, US",NULL,"2024-05-30 08:58:57",research,atomiclizard,39.0818906,-74.9818217,2,0,0,NULL,https://www.inaturalist.org/observations/219310269
219344100,"Northern Diamondback Terrapin",2024-05-21,"Cape May County, US-NJ, US",NULL,"2024-05-30 11:59:01",research,mgochfeld,39.0102172,-74.9996116,2,0,0,NULL,https://www.inaturalist.org/observations/219344100
219358284,"Northern Diamondback Terrapin",2024-05-30,"New Jersey, US",NULL,"2024-05-30 13:06:36",research,lrburger,39.7863431,-74.3459214,3,0,0,NULL,https://www.inaturalist.org/observations/219358284
219359247,"Northern Diamondback Terrapin",2024-05-30,"New Jersey, US",NULL,"2024-05-30 13:11:27",research,lrburger,39.6124135,-74.3840389,3,0,0,NULL,https://www.inaturalist.org/observations/219359247
219361531,"Northern Diamondback Terrapin",2024-05-30,"New Jersey, US",NULL,"2024-05-30 13:21:25",research,lrburger,39.7432525,-74.2184178,3,0,0,NULL,https://www.inaturalist.org/observations/219361531
219362134,"Northern Diamondback Terrapin",2024-05-30,"New Jersey, US",NULL,"2024-05-30 13:23:43",research,lrburger,39.6864844,-74.2352199,2,0,0,NULL,https://www.inaturalist.org/observations/219362134
219362486,"Northern Diamondback Terrapin",2024-05-30,"New Jersey, US",NULL,"2024-05-30 13:25:34",research,lrburger,39.7569652,-74.2567341,3,0,0,NULL,https://www.inaturalist.org/observations/219362486
219363289,"Northern Diamondback Terrapin",2024-05-30,"New Jersey, US",NULL,"2024-05-30 13:29:26",research,lrburger,39.7441664,-74.2197424,2,0,0,NULL,https://www.inaturalist.org/observations/219363289
219369305,"Northern Diamondback Terrapin",2024-05-30,"New Jersey, US",NULL,"2024-05-30 13:56:18",research,lrburger,39.7440721,-74.2274767,1,0,0,NULL,https://www.inaturalist.org/observations/219369305
219387595,"Northern Diamondback Terrapin",2024-05-30,"New Jersey, US",NULL,"2024-05-30 15:29:43",research,mibnnzyahoocom,39.4953638,-74.2895847,3,0,0,NULL,https://www.inaturalist.org/observations/219387595
219594003,"Northern Diamondback Terrapin",2024-05-31,"New Jersey, US",NULL,"2024-05-31 15:39:42",research,mlrp,39.2084891,-74.5350557,3,0,0,NULL,https://www.inaturalist.org/observations/219594003
219635109,"Northern Diamondback Terrapin",2024-05-31,"New Jersey, US",NULL,"2024-05-31 19:41:49",research,dodomae98,39.4638036,-74.2772554,2,0,0,NULL,https://www.inaturalist.org/observations/219635109
219638981,"Northern Diamondback Terrapin",2024-05-31,"New Jersey, US",NULL,"2024-05-31 20:06:43",research,dannyroseomalley,39.4641155,-74.3387075,2,0,0,NULL,https://www.inaturalist.org/observations/219638981
219764606,"Northern Diamondback Terrapin",2024-06-01,"New Jersey, US",NULL,"2024-06-01 11:46:30",research,lrburger,39.6008370,-74.2461707,1,0,0,NULL,https://www.inaturalist.org/observations/219764606
219770474,"Northern Diamondback Terrapin",2024-06-01,"New Jersey, US",NULL,"2024-06-01 12:10:34",research,lrburger,39.7795829,-74.3566349,2,0,0,NULL,https://www.inaturalist.org/observations/219770474
219771220,"Northern Diamondback Terrapin",2024-06-01,"New Jersey, US",NULL,"2024-06-01 12:13:36",research,lrburger,39.6638091,-74.3366180,2,0,0,NULL,https://www.inaturalist.org/observations/219771220
219772284,"Northern Diamondback Terrapin",2024-06-01,"New Jersey, US",NULL,"2024-06-01 12:18:23",research,lrburger,39.6313549,-74.2284609,2,0,0,NULL,https://www.inaturalist.org/observations/219772284
219777500,"Northern Diamondback Terrapin",2024-06-01,"New Jersey, US",NULL,"2024-06-01 12:39:30",research,lrburger,39.7402998,-74.3039234,1,0,0,NULL,https://www.inaturalist.org/observations/219777500
219778053,"Northern Diamondback Terrapin",2024-06-01,"New Jersey, US",NULL,"2024-06-01 12:42:13",research,lrburger,39.7338347,-74.2270381,1,0,0,NULL,https://www.inaturalist.org/observations/219778053
219783624,"Northern Diamondback Terrapin",2024-06-01,"New Jersey, US",NULL,"2024-06-01 13:06:21",research,dannyroseomalley,39.5316161,-74.2279609,2,0,0,NULL,https://www.inaturalist.org/observations/219783624
219836221,"Northern Diamondback Terrapin",2024-06-01,"New Jersey, US",NULL,"2024-06-01 16:50:22",research,stellaleia,39.2973010,-74.5976073,3,0,0,NULL,https://www.inaturalist.org/observations/219836221
219839985,"Northern Diamondback Terrapin",2024-06-01,"New Jersey, US",NULL,"2024-06-01 17:05:49",research,stellaleia,39.3147160,-74.4737332,2,0,0,NULL,https://www.inaturalist.org/observations/219839985
219840595,"Northern Diamondback Terrapin",2024-06-01,"New Jersey, US",NULL,"2024-06-01 17:08:57",research,stellaleia,39.2384796,-74.4035097,2,0,0,NULL,https://www.inaturalist.org/observations/219840595
220010540,"Northern Diamondback Terrapin",2024-05-23,"Cape May County, US-NJ, US",NULL,"2024-06-02 11:23:56",research,mgochfeld,39.1899520,-74.9355893,2,0,0,NULL,https://www.inaturalist.org/observations/220010540
220234127,"Northern Diamondback Terrapin",2024-06-03,"New Jersey, US",NULL,"2024-06-03 08:40:14",research,mibnnzyahoocom,39.5479403,-74.2453538,2,0,0,NULL,https://www.inaturalist.org/observations/220234127
220234427,"Northern Diamondback Terrapin",2024-06-03,"New Jersey, US",NULL,"2024-06-03 08:41:37",research,mibnnzyahoocom,39.4865092,-74.2594196,3,0,0,NULL,https://www.inaturalist.org/observations/220234427
220245418,"Northern Diamondback Terrapin",2024-06-03,"New Jersey, US",NULL,"2024-06-03 09:50:41",research,mibnnzyahoocom,39.4586859,-74.2444423,2,0,0,NULL,https://www.inaturalist.org/observations/220245418
220275701,"Northern Diamondback Terrapin",2024-06-03,"New Jersey, US",NULL,"2024-06-03 12:19:44",research,bgetzler,39.2297542,-74.5763311,2,0,0,NULL,https://www.inaturalist.org/observations/220275701
220285516,NULL,2024-06-03,"New Jersey, US",NULL,"2024-06-03 13:09:21",research,reclaimednj,39.5777525,-74.3011958,2,0,0,NULL,https://www.inaturalist.org/observations/220285516
220289376,"Northern Diamondback Terrapin",2024-06-03,"New Jersey, US",NULL,"2024-06-03 13:26:28",research,jadebrayerton,39.5715191,-74.2311655,2,0,0,NULL,https://www.inaturalist.org/observations/220289376
220307636,"Northern Diamondback Terrapin",2024-06-03,"New Jersey, US",NULL,"2024-06-03 14:53:29",research,lrburger,39.7798353,-74.2736121,2,0,0,NULL,https://www.inaturalist.org/observations/220307636
220308310,"Northern Diamondback Terrapin",2024-06-03,"New Jersey, US",NULL,"2024-06-03 14:57:04",research,lrburger,39.7691001,-74.2632419,3,0,0,NULL,https://www.inaturalist.org/observations/220308310
220311155,"Northern Diamondback Terrapin",2024-06-03,"New Jersey, US",NULL,"2024-06-03 15:10:26",research,lrburger,39.7283732,-74.2372296,3,0,0,NULL,https://www.inaturalist.org/observations/220311155
220314620,"Northern Diamondback Terrapin",2024-06-03,"New Jersey, US",NULL,"2024-06-03 15:26:55",research,lrburger,39.6600986,-74.2588003,1,0,0,NULL,https://www.inaturalist.org/observations/220314620
220315427,"Northern Diamondback Terrapin",2024-06-03,"New Jersey, US",NULL,"2024-06-03 15:30:34",research,lrburger,39.6980554,-74.3711916,2,0,0,NULL,https://www.inaturalist.org/observations/220315427
220318529,"Northern Diamondback Terrapin",2024-06-03,"New Jersey, US",NULL,"2024-06-03 15:45:23",research,lrburger,39.7101661,-74.3061873,2,0,0,NULL,https://www.inaturalist.org/observations/220318529
220320092,"Northern Diamondback Terrapin",2024-06-03,"New Jersey, US",NULL,"2024-06-03 15:51:57",research,lrburger,39.6496286,-74.3131137,3,0,0,NULL,https://www.inaturalist.org/observations/220320092
220320844,"Northern Diamondback Terrapin",2024-06-03,"New Jersey, US",NULL,"2024-06-03 15:55:32",research,lrburger,39.6989858,-74.3706407,2,0,0,NULL,https://www.inaturalist.org/observations/220320844
220367791,"Northern Diamondback Terrapin",2024-06-03,"Cape May County, US-NJ, US",NULL,"2024-06-03 20:19:06",research,jmaughn,39.0049931,-74.9844009,4,0,0,NULL,https://www.inaturalist.org/observations/220367791
220384365,"Northern Diamondback Terrapin",2024-06-02,"New Jersey, US",NULL,"2024-06-03 22:05:53",research,tmthy_prsns,39.2669835,-74.5194566,1,0,0,NULL,https://www.inaturalist.org/observations/220384365
220389994,"Northern Diamondback Terrapin",2024-06-03,"Cape May County, US-NJ, US",NULL,"2024-06-03 22:39:29",research,jmaughn,39.0626568,-74.8295650,3,0,0,NULL,https://www.inaturalist.org/observations/220389994
220444384,"Northern Diamondback Terrapin",2024-06-04,"New Jersey, US",NULL,"2024-06-04 07:11:04",research,cynthia_varamo,39.4572002,-74.2265479,1,0,0,NULL,https://www.inaturalist.org/observations/220444384
220444932,"Northern Diamondback Terrapin",2024-06-04,"New Jersey, US",NULL,"2024-06-04 07:15:55",research,cynthia_varamo,39.4515944,-74.3514530,1,0,0,NULL,https://www.inaturalist.org/observations/220444932
220460209,"Northern Diamondback Terrapin",2024-06-04,"United States",NULL,"2024-06-04 09:08:20",research,celticcail,40.6389167,-74.0812890,2,0,0,NULL,https://www.inaturalist.org/observations/220460209
220476406,"Northern Diamondback Terrapin",2024-06-04,"New Jersey, US",NULL,"2024-06-04 10:41:06",research,sharlener,39.4594274,-74.3588686,1,0,0,NULL,https://www.inaturalist.org/observations/220476406
220478321,"Northern Diamondback Terrapin",2024-06-04,"New Jersey, US",NULL,"2024-06-04 10:51:31",research,sharlener,39.5724600,-74.3127551,2,0,0,NULL,https://www.inaturalist.org/observations/220478321
220479189,"Northern Diamondback Terrapin",2024-06-04,"New Jersey, US",NULL,"2024-06-04 10:56:17",research,sharlener,39.5340169,-74.3262364,2,0,0,NULL,https://www.inaturalist.org/observations/220479189
220479505,"Northern Diamondback Terrapin",2024-06-04,"New Jersey, US",NULL,"2024-06-04 10:58:03",research,sharlener,39.5684712,-74.3969772,1,0,0,NULL,https://www.inaturalist.org/observations/220479505
220479802,"Northern Diamondback Terrapin",2024-06-04,"New Jersey, US",NULL,"2024-06-04 10:59:39",research,sharlener,39.4753717,-74.2847476,2,0,0,NULL,https://www.inaturalist.org/observations/220479802
220480899,"Northern Diamondback Terrapin",2024-06-04,"New Jersey, US",NULL,"2024-06-04 11:05:02",research,sharlener,39.4420721,-74.3545142,1,0,0,NULL,https://www.inaturalist.org/observations/220480899
220481268,"Northern Diamondback Terrapin",2024-06-04,"New Jersey, US",NULL,"2024-06-04 11:07:15",research,sharlener,39.4011068,-74.3577439,2,0,0,NULL,https://www.inaturalist.org/observations/220481268
220482137,"Northern Diamondback Terrapin",2024-06-04,"New Jersey, US",NULL,"2024-06-04 11:11:50",research,sharlener,39.5392256,-74.2458352,1,0,0,NULL,https://www.inaturalist.org/observations/220482137
220483108,"Northern Diamondback Terrapin",2024-06-04,"New Jersey, US",NULL,"2024-06-04 11:16:55",research,sharlener,39.5264565,-74.3885524,1,0,0,NULL,https://www.inaturalist.org/observations/220483108
220484199,"Northern Diamondback Terrapin",2024-06-04,"New Jersey, US",NULL,"2024-06-04 11:22:44",research,sharlener,39.5237183,-74.2258823,2,0,0,NULL,https://www.inaturalist.org/observations/220484199
220486251,"Northern Diamondback Terrapin",2024-06-04,"New Jersey, US",NULL,"2024-06-04 11:31:49",research,sharlener,39.4858564,-74.2790320,2,0,0,NULL,https://www.inaturalist.org/observations/220486251
220489030,"Northern Diamondback Terrapin",2024-06-04,"New Jersey, US",NULL,"2024-06-04 11:46:30",research,sharlener,39.4330017,-74.2508804,1,0,0,NULL,https://www.inaturalist.org/observations/220489030
220492821,"Northern Diamondback Terrapin",2024-06-04,"New Jersey, US",NULL,"2024-06-04 12:07:00",research,sharlener,39.5082588,-74.2704542,1,0,0,NULL,https://www.inaturalist.org/observations/220492821
220493081,"Northern Diamondback Terrapin",2024-06-04,"New Jersey, US",NULL,"2024-06-04 12:08:29",research,mccall05,39.4819944,-74.2920613,1,0,0,NULL,https://www.inaturalist.org/observations/220493081
220497258,"Northern Diamondback Terrapin",2024-06-04,"New Jersey, US",NULL,"2024-06-04 12:30:58",research,sharlener,39.5069872,-74.3436331,1,0,0,NULL,https://www.inaturalist.org/observations/220497258
220504027,"Northern Diamondback Terrapin",2024-06-04,"New Jersey, US",NULL,"2024-06-04 13:01:44",research,ddbaker,39.2644543,-74.5349079,1,0,0,NULL,https://www.inaturalist.org/observations/220504027
220504673,"Northern Diamondback Terrapin",2024-06-04,"New Jersey, US",NULL,"2024-06-04 13:04:20",research,ddbaker,39.3067380,-74.5631004,2,0,0,NULL,https://www.inaturalist.org/observations/220504673
220511254,"Northern Diamondback Terrapin",2024-06-04,"New Jersey, US",NULL,"2024-06-04 13:36:31",research,deeholden,39.2917397,-74.5566171,2,0,0,NULL,https://www.inaturalist.org/observations/220511254
220512566,"Northern Diamondback Terrapin",2024-06-04,"New Jersey, US",NULL,"2024-06-04 13:42:02",research,deeholden,39.2907158,-74.4468592,2,0,0,NULL,https://www.inaturalist.org/observations/220512566
220516402,NULL,2024-06-04,"New Jersey, US",NULL,"2024-06-04 13:59:06",research,reclaimednj,39.5369644,-74.2029209,1,0,0,NULL,https://www.inaturalist.org/observations/220516402
220523465,"Northern Diamondback Terrapin",2024-06-04,"New Jersey, US",NULL,"2024-06-04 14:33:52",research,riley_farbstein,39.3556467,-74.5188447,2,0,0,NULL,https://www.inaturalist.org/observations/220523465
220523586,"Northern Diamondback Terrapin",2024-06-04,"United States",NULL,"2024-06-04 14:34:25",research,devancmarie,40.7954172,-74.1938355,2,0,0,NULL,https://www.inaturalist.org/observations/220523586
220524437,"Northern Diamondback Terrapin",2024-06-04,"New Jersey, US",NULL,"2024-06-04 14:38:09",research,riley_farbstein,39.2630961,-74.5208004,1,0,0,NULL,https://www.inaturalist.org/observations/220524437
220524925,"Northern Diamondback Terrapin",2024-06-04,"New Jersey, US",NULL,"2024-06-04 14:40:23",research,riley_farbstein,39.2704783,-74.4149004,1,0,0,NULL,https://www.inaturalist.org/observations/220524925
220525331,"Northern Diamondback Terrapin",2024-06-04,"New Jersey, US",NULL,"2024-06-04 14:42:49",research,riley_farbstein,39.2812395,-74.5969379,1,0,0,NULL,https://www.inaturalist.org/observations/220525331
220546486,"Northern Diamondback Terrapin",2024-06-04,"New Jersey, US",NULL,"2024-06-04 16:31:50",research,lrburger,39.7116964,-74.3765413,2,0,0,NULL,https://www.inaturalist.org/observations/220546486
220551922,"Northern Diamondback Terrapin",2024-06-04,"New Jersey, US",NULL,"2024-06-04 17:02:27",research,lrburger,39.6325147,-74.2933090,1,0,0,NULL,https://www.inaturalist.org/observations/220551922
220552907,"Northern Diamondback Terrapin",2024-06-04,"New Jersey, US",NULL,"2024-06-04 17:08:52",research,lrburger,39.6839530,-74.3713538,1,0,0,NULL,https://www.inaturalist.org/observations/220552907
220594304,"Northern Diamondback Terrapin",2024-06-04,"United States",NULL,"2024-06-04 21:33:52",research,mmalek123,40.7106474,-74.1383055,2,0,0,NULL,https://www.inaturalist.org/observations/220594304
220603853,"Northern Diamondback Terrapin",2024-06-04,"Cape May County, US-NJ, US",NULL,"2024-06-04 22:37:16",research,jmaughn,39.1835724,-74.8130210,3,0,0,NULL,https://www.inaturalist.org/observations/220603853
220668008,"Northern Diamondback Terrapin",2024-06-05,"New Jersey, US",NULL,"2024-06-05 09:06:35",research,sharlener,39.5229567,-74.2180682,1,0,0,NULL,https://www.inaturalist.org/observations/220668008
