observation_id,life_stage,sex,alive_or_dead
226653682,NULL,NULL,NULL
226528821,NULL,NULL,NULL
226528815,NULL,NULL,NULL
226528812,NULL,NULL,NULL
226528808,NULL,NULL,NULL
226446331,Adult,NULL,NULL
226346077,NULL,NULL,NULL
226309693,Adult,NULL,NULL
226298077,Adult,NULL,NULL
226296898,Adult,NULL,NULL
226296320,NULL,NULL,NULL
226294079,NULL,NULL,NULL
226293765,NULL,NULL,NULL
226293248,NULL,NULL,NULL
226292695,NULL,NULL,NULL
226276850,NULL,NULL,NULL
226269921,NULL,NULL,NULL
226265715,NULL,NULL,NULL
226262124,Adult,NULL,NULL
226253332,Adult,NULL,NULL
226252825,Adult,NULL,NULL
226251600,Adult,NULL,NULL
226250862,Adult,NULL,NULL
226249414,Adult,NULL,NULL
226245767,Adult,NULL,NULL
226244993,Adult,NULL,NULL
226244270,Adult,NULL,NULL
226243132,Adult,NULL,NULL
226235430,Adult,NULL,NULL
226234794,Adult,NULL,NULL
226233207,Adult,NULL,NULL
226231992,Adult,NULL,NULL
226230944,Adult,NULL,NULL
226230602,Adult,NULL,NULL
226230272,Adult,NULL,NULL
226083606,NULL,NULL,NULL
226063391,NULL,NULL,NULL
226063389,NULL,NULL,NULL
226042260,NULL,NULL,NULL
226002297,NULL,NULL,NULL
226001572,NULL,NULL,NULL
225996425,NULL,NULL,NULL
225981755,NULL,NULL,NULL
225762383,NULL,NULL,NULL
225751711,NULL,NULL,NULL
225751454,NULL,NULL,NULL
225742913,Adult,NULL,NULL
225731595,NULL,NULL,NULL
225710060,NULL,NULL,NULL
225709631,NULL,NULL,NULL
225709237,NULL,NULL,NULL
225706217,NULL,NULL,NULL
225632460,Adult,NULL,NULL
225590453,NULL,NULL,NULL
225570181,NULL,NULL,NULL
225568765,NULL,NULL,NULL
225566897,NULL,NULL,NULL
225563965,NULL,NULL,NULL
225562369,NULL,NULL,NULL
225561931,NULL,NULL,NULL
225560290,NULL,NULL,NULL
225558154,NULL,NULL,NULL
225555161,NULL,NULL,NULL
225555041,NULL,NULL,NULL
225554880,Adult,NULL,NULL
225551375,NULL,NULL,NULL
225548829,Adult,NULL,NULL
225548086,Adult,NULL,NULL
225547667,Adult,NULL,NULL
225546515,Juvenile,NULL,NULL
225546430,Adult,NULL,NULL
225545878,Adult,NULL,NULL
225545616,Adult,NULL,NULL
225545203,NULL,NULL,NULL
225544865,Adult,NULL,NULL
225544275,Adult,NULL,NULL
225544142,Adult,NULL,NULL
225542574,Adult,NULL,NULL
225535375,Adult,NULL,NULL
225535221,Adult,NULL,NULL
225534742,Adult,NULL,NULL
225534448,Adult,NULL,NULL
225533840,Adult,NULL,NULL
225533214,Adult,NULL,NULL
225527871,Adult,NULL,NULL
225527377,Adult,NULL,NULL
225527258,NULL,NULL,NULL
225527108,NULL,NULL,NULL
225526482,Adult,NULL,NULL
225525669,Adult,NULL,NULL
225525318,Adult,NULL,NULL
225520611,Adult,NULL,NULL
225516319,Adult,NULL,NULL
225507070,NULL,NULL,NULL
225488635,Adult,NULL,NULL
225413792,Adult,NULL,NULL
225363223,NULL,NULL,NULL
225350731,NULL,NULL,NULL
225348943,Adult,NULL,NULL
225348314,Adult,NULL,NULL
225344086,Adult,NULL,NULL
225343701,NULL,NULL,NULL
225341796,Adult,NULL,NULL
225341158,Adult,NULL,NULL
225341157,Adult,NULL,NULL
225340448,Adult,NULL,NULL
225336116,Adult,NULL,NULL
225331531,NULL,NULL,NULL
225330433,NULL,NULL,NULL
225330167,Adult,NULL,NULL
225328021,Adult,NULL,NULL
225326253,Adult,NULL,NULL
225318066,NULL,NULL,NULL
225316510,NULL,NULL,NULL
225142196,NULL,NULL,NULL
225141807,NULL,NULL,NULL
225107669,Adult,NULL,NULL
225097454,Adult,NULL,NULL
225077254,Adult,NULL,NULL
225077224,Adult,NULL,NULL
225022361,NULL,NULL,NULL
225022098,Adult,NULL,NULL
225021914,Adult,NULL,NULL
225021843,Adult,NULL,NULL
225021816,NULL,NULL,NULL
225021528,Adult,NULL,NULL
224964244,Juvenile,NULL,NULL
224956301,Adult,NULL,NULL
224953658,Adult,NULL,NULL
224953533,Adult,NULL,NULL
224951871,Adult,NULL,NULL
224950918,Adult,NULL,NULL
224949181,Adult,NULL,NULL
224948040,Adult,NULL,NULL
224946363,Adult,NULL,NULL
224938433,Adult,NULL,NULL
224938054,Adult,NULL,NULL
224937486,Adult,NULL,NULL
224937362,Adult,NULL,NULL
224936818,Adult,NULL,NULL
224936372,Adult,NULL,NULL
224936011,Adult,NULL,NULL
224935472,Adult,NULL,NULL
224932773,Adult,NULL,NULL
224932684,Adult,NULL,NULL
224932184,Adult,NULL,NULL
224931603,Adult,NULL,NULL
224931158,Adult,NULL,NULL
224930578,Adult,NULL,NULL
224930299,Adult,NULL,NULL
224929977,Adult,NULL,NULL
224929280,Adult,NULL,NULL
224919764,NULL,NULL,NULL
224912564,Adult,NULL,NULL
224725082,NULL,NULL,NULL
224717773,NULL,NULL,NULL
224653413,NULL,NULL,NULL
224652894,NULL,NULL,NULL
224651817,NULL,NULL,NULL
224645504,NULL,NULL,NULL
224644918,NULL,NULL,NULL
224642414,NULL,NULL,NULL
224639528,NULL,NULL,NULL
224635829,NULL,NULL,NULL
224605539,Adult,NULL,NULL
224604835,Adult,NULL,NULL
224604312,Adult,NULL,NULL
224604065,Adult,NULL,NULL
224539304,NULL,NULL,NULL
224506112,NULL,NULL,NULL
224500524,NULL,NULL,NULL
224494912,NULL,NULL,NULL
224437188,NULL,NULL,NULL
224434240,NULL,NULL,NULL
224428471,Adult,NULL,NULL
224427198,Adult,NULL,NULL
224425906,Adult,NULL,NULL
224425191,Adult,NULL,NULL
224419495,Adult,NULL,NULL
224415949,Adult,NULL,NULL
224413127,Adult,NULL,NULL
224412425,Adult,NULL,NULL
224410860,Adult,NULL,NULL
224409948,Adult,NULL,NULL
224409575,Adult,NULL,NULL
224404633,Adult,NULL,NULL
224404414,Adult,NULL,NULL
224403761,Adult,NULL,NULL
224400013,Adult,NULL,NULL
224212801,Adult,NULL,NULL
224212344,Adult,NULL,NULL
224208596,Adult,NULL,NULL
224208196,Adult,NULL,NULL
224207980,Adult,NULL,NULL
224206913,Adult,NULL,NULL
224206360,Adult,NULL,NULL
224204890,Adult,NULL,NULL
224203889,Adult,NULL,NULL
224203246,Adult,NULL,NULL
224203197,Adult,NULL,NULL
224202646,Adult,NULL,NULL
224202198,Adult,NULL,NULL
224201446,Adult,NULL,NULL
224200809,Adult,NULL,NULL
224200103,Adult,NULL,NULL
224199339,Adult,NULL,NULL
224199154,NULL,NULL,NULL
224198592,Adult,NULL,NULL
224197258,NULL,NULL,NULL
224194737,NULL,NULL,NULL
224194222,Adult,NULL,NULL
224193250,Adult,NULL,NULL
224191400,Adult,NULL,NULL
224191132,NULL,NULL,NULL
224187090,NULL,NULL,NULL
224186694,NULL,NULL,NULL
224182967,NULL,NULL,NULL
224180495,NULL,NULL,NULL
224074546,Adult,NULL,NULL
224049657,NULL,NULL,NULL
223869210,NULL,NULL,NULL
223804379,Adult,NULL,NULL
223801094,Adult,NULL,NULL
223800962,Adult,NULL,NULL
223800188,Adult,NULL,NULL
223795516,Adult,NULL,NULL
223793792,Adult,NULL,NULL
223790332,NULL,NULL,NULL
223789894,Adult,NULL,NULL
223608949,NULL,NULL,NULL
223608377,NULL,NULL,NULL
223607218,Adult,NULL,NULL
223607076,Adult,NULL,NULL
223606037,Adult,NULL,NULL
223588048,Adult,NULL,NULL
223586763,Adult,NULL,NULL
223586461,Adult,NULL,NULL
223584559,Adult,NULL,NULL
223581197,Adult,NULL,NULL
223577962,Adult,NULL,NULL
223577765,Adult,NULL,NULL
223577099,Adult,NULL,NULL
223556451,Adult,NULL,NULL
223554797,Adult,NULL,NULL
223553224,Adult,NULL,NULL
223551695,Adult,NULL,NULL
223551210,Adult,NULL,NULL
223549601,Adult,NULL,NULL
223549169,Adult,NULL,NULL
223548912,Adult,NULL,NULL
223548438,Adult,NULL,NULL
223548016,Adult,NULL,NULL
223547484,Adult,NULL,NULL
223546880,Adult,NULL,NULL
223545872,Adult,NULL,NULL
223545122,Adult,NULL,NULL
223544033,NULL,NULL,NULL
223543798,Adult,NULL,NULL
223543351,Adult,NULL,NULL
223543026,Adult,NULL,NULL
223542937,NULL,NULL,NULL
223542850,NULL,NULL,NULL
223542773,NULL,NULL,NULL
223542433,NULL,NULL,NULL
223542240,NULL,NULL,NULL
223541832,Adult,NULL,NULL
223541542,NULL,NULL,NULL
223541183,Adult,NULL,NULL
223540695,Adult,NULL,NULL
223540661,Adult,NULL,NULL
223539145,Adult,NULL,NULL
223538496,Adult,NULL,NULL
223538392,Adult,NULL,NULL
223538182,NULL,NULL,NULL
223535344,Adult,NULL,NULL
223535158,Adult,NULL,NULL
223532481,Adult,NULL,NULL
223531484,Adult,NULL,NULL
223529392,Adult,NULL,NULL
223528973,Adult,NULL,NULL
223436190,NULL,NULL,NULL
223348863,NULL,NULL,NULL
223346900,NULL,NULL,NULL
223239517,NULL,NULL,NULL
223238998,NULL,NULL,NULL
223237907,NULL,NULL,NULL
223237299,NULL,NULL,NULL
223179335,NULL,NULL,NULL
223165336,NULL,NULL,NULL
223160004,NULL,NULL,NULL
223159744,Adult,NULL,NULL
223137446,NULL,NULL,NULL
223133890,NULL,NULL,NULL
223097547,NULL,NULL,NULL
223097546,NULL,NULL,NULL
223066256,Adult,NULL,NULL
222970934,NULL,NULL,NULL
222935459,NULL,NULL,NULL
222934500,NULL,NULL,NULL
222932453,NULL,NULL,NULL
222931931,NULL,NULL,NULL
222928310,NULL,NULL,NULL
222925850,NULL,NULL,NULL
222924379,NULL,NULL,NULL
222898000,NULL,NULL,NULL
222894531,NULL,NULL,NULL
222892958,NULL,NULL,NULL
222892461,NULL,NULL,NULL
222891152,NULL,NULL,NULL
222890072,NULL,NULL,NULL
222865135,NULL,NULL,NULL
222765387,NULL,NULL,NULL
222762177,NULL,NULL,NULL
222761715,NULL,NULL,NULL
222724473,NULL,NULL,NULL
222718512,NULL,NULL,NULL
222717720,NULL,NULL,NULL
222710532,NULL,NULL,NULL
222629869,NULL,NULL,NULL
222567693,NULL,NULL,NULL
222546729,NULL,NULL,NULL
222544593,NULL,NULL,NULL
222544590,NULL,NULL,NULL
222529466,NULL,NULL,NULL
222526059,Adult,NULL,NULL
222525261,Adult,NULL,NULL
222525187,Adult,NULL,NULL
222524218,Adult,NULL,NULL
222523309,Adult,NULL,NULL
222522214,NULL,NULL,NULL
222522152,Juvenile,NULL,NULL
222520833,NULL,NULL,NULL
222519027,Adult,NULL,NULL
222518656,Adult,NULL,NULL
222517675,Adult,NULL,NULL
222517608,Adult,NULL,NULL
222516837,Adult,NULL,NULL
222514395,Adult,NULL,NULL
222514155,NULL,NULL,NULL
222513978,Adult,NULL,NULL
222511466,Adult,NULL,NULL
222511104,Adult,NULL,NULL
222510057,Adult,NULL,NULL
222479065,NULL,NULL,NULL
222477390,Adult,NULL,NULL
222476173,Adult,NULL,NULL
222451667,Adult,NULL,NULL
222451638,Adult,NULL,NULL
222314689,NULL,NULL,NULL
222314508,NULL,NULL,NULL
222314062,NULL,NULL,NULL
222313887,NULL,NULL,NULL
222313630,NULL,NULL,NULL
222313427,NULL,NULL,NULL
222313234,NULL,NULL,NULL
222313015,NULL,NULL,NULL
222312863,NULL,NULL,NULL
222312451,NULL,NULL,NULL
222312019,NULL,NULL,NULL
222311810,NULL,NULL,NULL
222311549,NULL,NULL,NULL
222311336,NULL,NULL,NULL
222311155,NULL,NULL,NULL
222310714,NULL,NULL,NULL
222310370,NULL,NULL,NULL
222310098,NULL,NULL,NULL
222309884,NULL,NULL,NULL
222309668,NULL,NULL,NULL
222309522,NULL,NULL,NULL
222309251,NULL,NULL,NULL
222308986,NULL,NULL,NULL
222308751,NULL,NULL,NULL
222308404,NULL,NULL,NULL
222308152,NULL,NULL,NULL
222307868,NULL,NULL,NULL
222283710,NULL,NULL,NULL
222258484,Adult,NULL,NULL
222248727,NULL,NULL,NULL
222199996,NULL,NULL,NULL
222107233,Adult,NULL,NULL
222105378,Adult,NULL,NULL
222103788,Adult,NULL,NULL
222102814,Adult,NULL,NULL
222102353,Adult,NULL,NULL
222096761,Adult,NULL,NULL
221935564,NULL,NULL,NULL
221895108,Adult,NULL,NULL
221876238,NULL,NULL,NULL
221875347,Adult,NULL,NULL
221858795,NULL,NULL,NULL
221831690,Adult,NULL,NULL
221810861,Adult,NULL,NULL
221804510,Adult,NULL,NULL
221803525,Adult,NULL,NULL
221803424,Adult,NULL,NULL
221802362,NULL,NULL,NULL
221682709,NULL,NULL,NULL
221662972,Adult,NULL,NULL
221662436,Adult,NULL,NULL
221660794,Adult,NULL,NULL
221650654,Adult,NULL,NULL
221644406,Adult,NULL,NULL
221643658,Adult,NULL,NULL
221642810,Adult,NULL,NULL
221642278,Adult,NULL,NULL
221641131,Adult,NULL,NULL
221640809,Adult,NULL,NULL
221640162,Adult,NULL,NULL
221639227,Adult,NULL,NULL
221620658,NULL,NULL,NULL
221571244,NULL,NULL,NULL
221567223,NULL,NULL,NULL
221455423,NULL,NULL,NULL
221455400,NULL,NULL,NULL
221454198,NULL,NULL,NULL
221411233,NULL,NULL,NULL
221410670,NULL,NULL,NULL
221409944,Adult,NULL,NULL
221407839,NULL,NULL,NULL
221407389,NULL,NULL,NULL
221405938,Adult,NULL,NULL
221405282,Adult,NULL,NULL
221402624,Adult,NULL,NULL
221401990,NULL,NULL,NULL
221398969,Adult,NULL,NULL
221397260,Adult,NULL,NULL
221395722,Juvenile,NULL,NULL
221394374,Adult,NULL,NULL
221392011,Adult,NULL,NULL
221372742,NULL,NULL,NULL
221352809,NULL,NULL,NULL
221350766,NULL,NULL,NULL
221349332,NULL,NULL,NULL
221348679,NULL,NULL,NULL
221333978,NULL,NULL,NULL
221320220,NULL,NULL,NULL
221286768,NULL,NULL,NULL
221227473,NULL,NULL,NULL
221170082,NULL,NULL,NULL
221104070,NULL,NULL,NULL
221095929,NULL,NULL,NULL
221078721,NULL,NULL,NULL
220999195,NULL,NULL,NULL
220951894,NULL,NULL,NULL
220912278,NULL,NULL,NULL
220910024,NULL,NULL,NULL
220901735,Adult,NULL,NULL
220901643,NULL,NULL,NULL
220901598,NULL,NULL,NULL
220881256,NULL,NULL,NULL
220870493,Adult,NULL,NULL
220738861,Adult,NULL,NULL
220738016,Juvenile,NULL,NULL
220737667,Adult,NULL,NULL
220727891,NULL,NULL,NULL
220727683,NULL,NULL,NULL
220727153,NULL,NULL,NULL
220726846,NULL,NULL,NULL
220710975,NULL,NULL,NULL
220705560,NULL,NULL,NULL
220703456,NULL,NULL,NULL
220702041,Adult,NULL,NULL
220700855,Adult,NULL,NULL
220699732,Adult,NULL,NULL
220698450,Adult,NULL,NULL
220694894,Adult,NULL,NULL
220693914,Adult,NULL,NULL
220693600,Adult,NULL,NULL
220693238,Adult,NULL,NULL
220693139,NULL,NULL,NULL
220692560,NULL,NULL,NULL
220692211,NULL,NULL,NULL
220691214,Adult,NULL,NULL
220689281,Adult,NULL,NULL
220688606,Adult,NULL,NULL
220687210,Adult,NULL,NULL
220681143,Adult,NULL,NULL
220668008,Adult,NULL,NULL
220603853,NULL,NULL,NULL
220594304,NULL,NULL,NULL
220552907,Adult,NULL,NULL
220551922,Adult,NULL,NULL
220546486,Adult,NULL,NULL
220525331,NULL,NULL,NULL
220524925,NULL,NULL,NULL
220524437,NULL,NULL,NULL
220523586,NULL,NULL,NULL
220523465,NULL,NULL,NULL
220516402,Juvenile,NULL,NULL
220512566,NULL,NULL,NULL
220511254,NULL,NULL,NULL
220504673,NULL,NULL,NULL
220504027,NULL,NULL,NULL
220497258,Adult,NULL,NULL
220493081,Adult,NULL,NULL
220492821,Adult,NULL,NULL
220489030,NULL,NULL,NULL
220486251,Adult,NULL,NULL
220484199,Adult,NULL,NULL
220483108,Adult,NULL,NULL
220482137,Adult,NULL,NULL
220481268,Adult,NULL,NULL
220480899,NULL,NULL,NULL
220479802,Adult,NULL,NULL
220479505,Adult,NULL,NULL
220479189,Adult,NULL,NULL
220478321,Adult,NULL,NULL
220476406,Adult,NULL,NULL
220460209,NULL,NULL,NULL
220444932,Adult,NULL,NULL
220444384,Adult,NULL,NULL
220389994,NULL,NULL,NULL
220384365,NULL,NULL,NULL
220367791,NULL,NULL,NULL
220320844,Adult,NULL,NULL
220320092,Adult,NULL,NULL
220318529,Adult,NULL,NULL
220315427,Adult,NULL,NULL
220314620,Adult,NULL,NULL
220311155,Adult,NULL,NULL
220308310,Adult,NULL,NULL
220307636,Adult,NULL,NULL
220289376,NULL,NULL,NULL
220285516,Adult,NULL,NULL
220275701,Adult,NULL,NULL
220245418,Adult,NULL,NULL
220234427,Adult,NULL,NULL
220234127,Adult,NULL,NULL
220010540,NULL,NULL,NULL
219840595,NULL,NULL,NULL
219839985,NULL,NULL,NULL
219836221,NULL,NULL,NULL
219783624,Adult,NULL,NULL
219778053,Adult,NULL,NULL
219777500,Adult,NULL,NULL
219772284,Adult,NULL,NULL
219771220,Adult,NULL,NULL
219770474,Adult,NULL,NULL
219764606,Adult,NULL,NULL
219638981,Juvenile,NULL,NULL
219635109,NULL,NULL,NULL
219594003,NULL,NULL,NULL
219387595,Adult,NULL,NULL
219369305,Adult,NULL,NULL
219363289,Adult,NULL,NULL
219362486,Adult,NULL,NULL
219362134,Adult,NULL,NULL
219361531,Adult,NULL,NULL
219359247,Adult,NULL,NULL
219358284,Adult,NULL,NULL
219344100,NULL,NULL,NULL
219310269,NULL,NULL,NULL
219222338,NULL,NULL,NULL
219177004,Adult,NULL,NULL
219136950,Adult,NULL,NULL
219001559,NULL,NULL,NULL
218960249,Adult,NULL,NULL
218668465,NULL,NULL,NULL
218641134,NULL,NULL,NULL
218556699,NULL,NULL,NULL
218552407,NULL,NULL,NULL
218534717,NULL,NULL,NULL
218528221,NULL,NULL,NULL
218247926,Juvenile,NULL,NULL
218208864,NULL,NULL,NULL
217897348,NULL,NULL,NULL
217496672,Juvenile,NULL,NULL
217370167,Juvenile,NULL,NULL
217158321,Juvenile,NULL,NULL
217154393,Juvenile,NULL,NULL
216353593,NULL,NULL,NULL
216293885,NULL,NULL,NULL
216206455,NULL,NULL,NULL
216206454,NULL,NULL,NULL
216206449,NULL,NULL,NULL
215750470,NULL,NULL,NULL
215575711,Juvenile,NULL,NULL
215573432,NULL,NULL,NULL
215312940,Juvenile,NULL,NULL
215043955,Juvenile,NULL,NULL
214909214,NULL,NULL,NULL
214478525,Juvenile,NULL,NULL
214476941,Juvenile,NULL,NULL
214475996,Juvenile,NULL,NULL
214473803,Juvenile,NULL,NULL
214467851,Juvenile,NULL,NULL
214269933,Juvenile,NULL,NULL
214265565,Juvenile,NULL,NULL
214014235,Juvenile,NULL,NULL
213780360,NULL,NULL,NULL
212723592,Juvenile,NULL,NULL
212715531,Juvenile,NULL,NULL
212714130,Juvenile,NULL,NULL
212703462,Juvenile,NULL,NULL
212252833,Juvenile,NULL,NULL
211911309,NULL,NULL,NULL
211894750,Juvenile,NULL,NULL
211876432,Juvenile,NULL,NULL
211856235,Juvenile,NULL,NULL
211855830,Juvenile,NULL,NULL
211854301,Juvenile,NULL,NULL
211852453,Juvenile,NULL,NULL
211322315,NULL,NULL,NULL
210995322,NULL,NULL,NULL
210980521,NULL,NULL,NULL
208355146,Juvenile,NULL,NULL
208354012,Juvenile,NULL,NULL
208342292,NULL,NULL,NULL
208269640,NULL,NULL,NULL
207582445,NULL,NULL,NULL
202494935,NULL,NULL,NULL
199755670,NULL,NULL,NULL
